date,subscription,resource_group,service,cost
2025-09-29,sub-prod,rg-ml,Storage,89.02
2025-09-29,sub-prod,rg-ml,SQL,111.65
2025-09-29,sub-prod,rg-ml,Networking,40.0
2025-09-29,sub-prod,rg-ml,AI,56.5
2025-09-29,sub-prod,rg-ml,Monitoring,28.07
2025-09-29,sub-prod,rg-web,Compute,171.42
2025-09-29,sub-prod,rg-web,Storage,77.81
2025-09-29,sub-prod,rg-web,SQL,114.98
2025-09-29,sub-prod,rg-web,Networking,34.03
2025-09-29,sub-prod,rg-web,AI,48.66
2025-09-29,sub-prod,rg-web,Monitoring,27.73
2025-09-29,sub-prod,rg-data,Compute,185.11
2025-09-29,sub-prod,rg-data,Storage,93.0
2025-09-29,sub-prod,rg-data,SQL,138.61
2025-09-29,sub-prod,rg-data,Networking,42.72
2025-09-29,sub-prod,rg-data,AI,57.1
2025-09-29,sub-prod,rg-data,Monitoring,29.94
2025-09-29,sub-dev,rg-core,Compute,100.81
2025-09-29,sub-dev,rg-core,Storage,48.81
2025-09-29,sub-dev,rg-core,SQL,71.21
2025-09-29,sub-dev,rg-core,Networking,22.69
2025-09-29,sub-dev,rg-core,AI,26.64
2025-09-29,sub-dev,rg-core,Monitoring,17.69
2025-09-29,sub-dev,rg-analytics,Compute,117.32
2025-09-29,sub-dev,rg-analytics,Storage,42.58
2025-09-29,sub-dev,rg-analytics,SQL,66.5
2025-09-29,sub-dev,rg-analytics,Networking,21.31
2025-09-29,sub-dev,rg-analytics,AI,28.24
2025-09-29,sub-dev,rg-analytics,Monitoring,15.81
2025-09-29,sub-dev,rg-ml,Compute,97.45
2025-09-29,sub-dev,rg-ml,Storage,42.16
2025-09-29,sub-dev,rg-ml,SQL,60.06
2025-09-29,sub-dev,rg-ml,Networking,18.06
2025-09-29,sub-dev,rg-ml,AI,24.5
2025-09-29,sub-dev,rg-ml,Monitoring,13.81
2025-09-29,sub-dev,rg-web,Compute,84.37
2025-09-29,sub-dev,rg-web,Storage,39.54
2025-09-29,sub-dev,rg-web,SQL,46.92
2025-09-29,sub-dev,rg-web,Networking,17.43
2025-09-29,sub-dev,rg-web,AI,18.99
2025-09-29,sub-dev,rg-web,Monitoring,11.92
2025-09-29,sub-dev,rg-data,Compute,106.22
2025-09-29,sub-dev,rg-data,Storage,43.51
2025-09-29,sub-dev,rg-data,SQL,72.47
2025-09-29,sub-dev,rg-data,Networking,20.92
2025-09-29,sub-dev,rg-data,AI,26.93
2025-09-29,sub-dev,rg-data,Monitoring,13.97
2025-09-30,sub-prod,rg-core,Compute,235.53
2025-09-30,sub-prod,rg-core,Storage,103.78
2025-09-30,sub-prod,rg-core,SQL,164.19
2025-09-30,sub-prod,rg-core,Networking,49.23
2025-09-30,sub-prod,rg-core,AI,64.54
2025-09-30,sub-prod,rg-core,Monitoring,33.56
2025-09-30,sub-prod,rg-analytics,Compute,178.47
2025-09-30,sub-prod,rg-analytics,Storage,89.62
2025-09-30,sub-prod,rg-analytics,SQL,128.0
2025-09-30,sub-prod,rg-analytics,Networking,39.88
2025-09-30,sub-prod,rg-analytics,AI,58.76
2025-09-30,sub-prod,rg-analytics,Monitoring,30.3
2025-09-30,sub-prod,rg-ml,Compute,176.17
2025-09-30,sub-prod,rg-ml,Storage,85.51
2025-09-30,sub-prod,rg-ml,SQL,124.54
2025-09-30,sub-prod,rg-ml,Networking,36.71
2025-09-30,sub-prod,rg-ml,AI,52.18
2025-09-30,sub-prod,rg-ml,Monitoring,26.99
2025-09-30,sub-prod,rg-web,Compute,143.46
2025-09-30,sub-prod,rg-web,Storage,68.97
2025-09-30,sub-prod,rg-web,SQL,100.81
2025-09-30,sub-prod,rg-web,Networking,32.02
2025-09-30,sub-prod,rg-web,AI,43.78
2025-09-30,sub-prod,rg-web,Monitoring,24.78
2025-09-30,sub-prod,rg-data,Compute,196.58
2025-09-30,sub-prod,rg-data,Storage,85.65
2025-09-30,sub-prod,rg-data,SQL,126.53
2025-09-30,sub-prod,rg-data,Networking,41.57
2025-09-30,sub-prod,rg-data,AI,59.98
2025-09-30,sub-prod,rg-data,Monitoring,28.51
2025-09-30,sub-dev,rg-core,Compute,140.38
2025-09-30,sub-dev,rg-core,Storage,52.2
2025-09-30,sub-dev,rg-core,SQL,71.56
2025-09-30,sub-dev,rg-core,Networking,23.62
2025-09-30,sub-dev,rg-core,AI,33.94
2025-09-30,sub-dev,rg-core,Monitoring,17.03
2025-09-30,sub-dev,rg-analytics,Compute,77.12
2025-09-30,sub-dev,rg-analytics,Storage,40.64
2025-09-30,sub-dev,rg-analytics,SQL,62.01
2025-09-30,sub-dev,rg-analytics,Networking,19.54
2025-09-30,sub-dev,rg-analytics,AI,24.97
2025-09-30,sub-dev,rg-analytics,Monitoring,14.05
2025-09-30,sub-dev,rg-ml,Compute,100.64
2025-09-30,sub-dev,rg-ml,Storage,40.96
2025-09-30,sub-dev,rg-ml,SQL,62.53
2025-09-30,sub-dev,rg-ml,Networking,18.03
2025-09-30,sub-dev,rg-ml,AI,29.24
2025-09-30,sub-dev,rg-ml,Monitoring,13.98
2025-09-30,sub-dev,rg-web,Compute,91.0
2025-09-30,sub-dev,rg-web,Storage,39.4
2025-09-30,sub-dev,rg-web,SQL,54.33
2025-09-30,sub-dev,rg-web,Networking,17.64
2025-09-30,sub-dev,rg-web,AI,29.43
2025-09-30,sub-dev,rg-web,Monitoring,11.73
2025-09-30,sub-dev,rg-data,Compute,99.57
2025-09-30,sub-dev,rg-data,Storage,45.78
2025-09-30,sub-dev,rg-data,SQL,59.66
2025-09-30,sub-dev,rg-data,Networking,20.29
2025-09-30,sub-dev,rg-data,AI,28.15
2025-09-30,sub-dev,rg-data,Monitoring,12.3
2025-10-01,sub-prod,rg-core,Compute,198.32
2025-10-01,sub-prod,rg-core,Storage,91.32
2025-10-01,sub-prod,rg-core,SQL,142.53
2025-10-01,sub-prod,rg-core,Networking,39.88
2025-10-01,sub-prod,rg-core,AI,54.35
2025-10-01,sub-prod,rg-core,Monitoring,27.21
2025-10-01,sub-prod,rg-analytics,Compute,160.78
2025-10-01,sub-prod,rg-analytics,Storage,74.46
2025-10-01,sub-prod,rg-analytics,SQL,117.44
2025-10-01,sub-prod,rg-analytics,Networking,35.77
2025-10-01,sub-prod,rg-analytics,AI,48.65
2025-10-01,sub-prod,rg-analytics,Monitoring,24.43
2025-10-01,sub-prod,rg-ml,Compute,164.22
2025-10-01,sub-prod,rg-ml,Storage,73.13
2025-10-01,sub-prod,rg-ml,SQL,98.66
2025-10-01,sub-prod,rg-ml,Networking,33.6
2025-10-01,sub-prod,rg-ml,AI,51.66
2025-10-01,sub-prod,rg-ml,Monitoring,27.13
2025-10-01,sub-prod,rg-web,Compute,133.83
2025-10-01,sub-prod,rg-web,Storage,62.29
2025-10-01,sub-prod,rg-web,SQL,98.88
2025-10-01,sub-prod,rg-web,Networking,27.15
2025-10-01,sub-prod,rg-web,AI,44.4
2025-10-01,sub-prod,rg-web,Monitoring,22.33
2025-10-01,sub-prod,rg-data,Compute,176.02
2025-10-01,sub-prod,rg-data,Storage,83.44
2025-10-01,sub-prod,rg-data,SQL,120.2
2025-10-01,sub-prod,rg-data,Networking,36.05
2025-10-01,sub-prod,rg-data,AI,61.17
2025-10-01,sub-prod,rg-data,Monitoring,26.42
2025-10-01,sub-dev,rg-core,Compute,75.84
2025-10-01,sub-dev,rg-core,Storage,51.57
2025-10-01,sub-dev,rg-core,SQL,79.31
2025-10-01,sub-dev,rg-core,Networking,21.89
2025-10-01,sub-dev,rg-core,AI,33.32
2025-10-01,sub-dev,rg-core,Monitoring,16.33
2025-10-01,sub-dev,rg-analytics,Compute,90.32
2025-10-01,sub-dev,rg-analytics,Storage,36.16
2025-10-01,sub-dev,rg-analytics,SQL,51.94
2025-10-01,sub-dev,rg-analytics,Networking,19.14
2025-10-01,sub-dev,rg-analytics,AI,29.2
2025-10-01,sub-dev,rg-analytics,Monitoring,11.8
2025-10-01,sub-dev,rg-ml,Compute,71.59
2025-10-01,sub-dev,rg-ml,Storage,38.38
2025-10-01,sub-dev,rg-ml,SQL,46.49
2025-10-01,sub-dev,rg-ml,Networking,17.06
2025-10-01,sub-dev,rg-ml,AI,26.8
2025-10-01,sub-dev,rg-ml,Monitoring,11.8
2025-10-01,sub-dev,rg-web,Compute,71.14
2025-10-01,sub-dev,rg-web,Storage,33.69
2025-10-01,sub-dev,rg-web,SQL,43.6
2025-10-01,sub-dev,rg-web,Networking,17.1
2025-10-01,sub-dev,rg-web,AI,18.05
2025-10-01,sub-dev,rg-web,Monitoring,11.59
2025-10-01,sub-dev,rg-data,Compute,76.84
2025-10-01,sub-dev,rg-data,Storage,39.33
2025-10-01,sub-dev,rg-data,SQL,68.5
2025-10-01,sub-dev,rg-data,Networking,18.94
2025-10-01,sub-dev,rg-data,AI,21.15
2025-10-01,sub-dev,rg-data,Monitoring,13.75
2025-10-02,sub-prod,rg-core,Compute,232.89
2025-10-02,sub-prod,rg-core,Storage,88.53
2025-10-02,sub-prod,rg-core,SQL,125.19
2025-10-02,sub-prod,rg-core,Networking,41.73
2025-10-02,sub-prod,rg-core,AI,46.28
2025-10-02,sub-prod,rg-core,Monitoring,28.61
2025-10-02,sub-prod,rg-analytics,Compute,168.47
2025-10-02,sub-prod,rg-analytics,Storage,73.09
2025-10-02,sub-prod,rg-analytics,SQL,110.71
2025-10-02,sub-prod,rg-analytics,Networking,37.32
2025-10-02,sub-prod,rg-analytics,AI,50.91
2025-10-02,sub-prod,rg-analytics,Monitoring,24.39
2025-10-02,sub-prod,rg-ml,Compute,142.37
2025-10-02,sub-prod,rg-ml,Storage,69.32
2025-10-02,sub-prod,rg-ml,SQL,107.96
2025-10-02,sub-prod,rg-ml,Networking,32.42
2025-10-02,sub-prod,rg-ml,AI,45.3
2025-10-02,sub-prod,rg-ml,Monitoring,20.76
2025-10-02,sub-prod,rg-web,Compute,137.16
2025-10-02,sub-prod,rg-web,Storage,56.23
2025-10-02,sub-prod,rg-web,SQL,85.73
2025-10-02,sub-prod,rg-web,Networking,27.5
2025-10-02,sub-prod,rg-web,AI,32.2
2025-10-02,sub-prod,rg-web,Monitoring,18.37
2025-10-02,sub-prod,rg-data,Compute,173.82
2025-10-02,sub-prod,rg-data,Storage,79.82
2025-10-02,sub-prod,rg-data,SQL,115.73
2025-10-02,sub-prod,rg-data,Networking,34.81
2025-10-02,sub-prod,rg-data,AI,44.81
2025-10-02,sub-prod,rg-data,Monitoring,23.83
2025-10-02,sub-dev,rg-core,Compute,101.19
2025-10-02,sub-dev,rg-core,Storage,45.05
2025-10-02,sub-dev,rg-core,SQL,50.74
2025-10-02,sub-dev,rg-core,Networking,18.73
2025-10-02,sub-dev,rg-core,AI,33.71
2025-10-02,sub-dev,rg-core,Monitoring,14.42
2025-10-02,sub-dev,rg-analytics,Compute,106.27
2025-10-02,sub-dev,rg-analytics,Storage,35.67
2025-10-02,sub-dev,rg-analytics,SQL,54.46
2025-10-02,sub-dev,rg-analytics,Networking,16.73
2025-10-02,sub-dev,rg-analytics,AI,20.73
2025-10-02,sub-dev,rg-analytics,Monitoring,10.83
2025-10-02,sub-dev,rg-ml,Compute,94.39
2025-10-02,sub-dev,rg-ml,Storage,40.0
2025-10-02,sub-dev,rg-ml,SQL,58.59
2025-10-02,sub-dev,rg-ml,Networking,15.53
2025-10-02,sub-dev,rg-ml,AI,30.05
2025-10-02,sub-dev,rg-ml,Monitoring,11.35
2025-10-02,sub-dev,rg-web,Compute,50.17
2025-10-02,sub-dev,rg-web,Storage,26.4
2025-10-02,sub-dev,rg-web,SQL,48.6
2025-10-02,sub-dev,rg-web,Networking,13.23
2025-10-02,sub-dev,rg-web,AI,10.43
2025-10-02,sub-dev,rg-web,Monitoring,10.99
2025-10-02,sub-dev,rg-data,Compute,107.69
2025-10-02,sub-dev,rg-data,Storage,41.01
2025-10-02,sub-dev,rg-data,SQL,60.73
2025-10-02,sub-dev,rg-data,Networking,20.16
2025-10-02,sub-dev,rg-data,AI,31.79
2025-10-02,sub-dev,rg-data,Monitoring,13.18
2025-10-03,sub-prod,rg-core,Compute,194.37
2025-10-03,sub-prod,rg-core,Storage,88.96
2025-10-03,sub-prod,rg-core,SQL,126.33
2025-10-03,sub-prod,rg-core,Networking,38.94
2025-10-03,sub-prod,rg-core,AI,61.24
2025-10-03,sub-prod,rg-core,Monitoring,29.47
2025-10-03,sub-prod,rg-analytics,Compute,181.73
2025-10-03,sub-prod,rg-analytics,Storage,72.77
2025-10-03,sub-prod,rg-analytics,SQL,117.79
2025-10-03,sub-prod,rg-analytics,Networking,33.85
2025-10-03,sub-prod,rg-analytics,AI,62.03
2025-10-03,sub-prod,rg-analytics,Monitoring,22.5
2025-10-03,sub-prod,rg-ml,Compute,152.75
2025-10-03,sub-prod,rg-ml,Storage,68.8
2025-10-03,sub-prod,rg-ml,SQL,110.96
2025-10-03,sub-prod,rg-ml,Networking,29.29
2025-10-03,sub-prod,rg-ml,AI,46.62
2025-10-03,sub-prod,rg-ml,Monitoring,23.07
2025-10-03,sub-prod,rg-web,Compute,126.33
2025-10-03,sub-prod,rg-web,Storage,67.06
2025-10-03,sub-prod,rg-web,SQL,99.78
2025-10-03,sub-prod,rg-web,Networking,29.17
2025-10-03,sub-prod,rg-web,AI,40.37
2025-10-03,sub-prod,rg-web,Monitoring,20.6
2025-10-03,sub-prod,rg-data,Compute,174.04
2025-10-03,sub-prod,rg-data,Storage,76.33
2025-10-03,sub-prod,rg-data,SQL,105.47
2025-10-03,sub-prod,rg-data,Networking,32.54
2025-10-03,sub-prod,rg-data,AI,43.82
2025-10-03,sub-prod,rg-data,Monitoring,24.8
2025-10-03,sub-dev,rg-core,Compute,99.4
2025-10-03,sub-dev,rg-core,Storage,45.75
2025-10-03,sub-dev,rg-core,SQL,60.53
2025-10-03,sub-dev,rg-core,Networking,22.05
2025-10-03,sub-dev,rg-core,AI,26.34
2025-10-03,sub-dev,rg-core,Monitoring,13.83
2025-10-03,sub-dev,rg-analytics,Compute,59.89
2025-10-03,sub-dev,rg-analytics,Storage,35.38
2025-10-03,sub-dev,rg-analytics,SQL,60.9
2025-10-03,sub-dev,rg-analytics,Networking,14.19
2025-10-03,sub-dev,rg-analytics,AI,28.87
2025-10-03,sub-dev,rg-analytics,Monitoring,13.73
2025-10-03,sub-dev,rg-ml,Compute,79.36
2025-10-03,sub-dev,rg-ml,Storage,37.84
2025-10-03,sub-dev,rg-ml,SQL,47.58
2025-10-03,sub-dev,rg-ml,Networking,16.86
2025-10-03,sub-dev,rg-ml,AI,18.37
2025-10-03,sub-dev,rg-ml,Monitoring,10.68
2025-10-03,sub-dev,rg-web,Compute,71.09
2025-10-03,sub-dev,rg-web,Storage,33.88
2025-10-03,sub-dev,rg-web,SQL,43.47
2025-10-03,sub-dev,rg-web,Networking,11.83
2025-10-03,sub-dev,rg-web,AI,13.82
2025-10-03,sub-dev,rg-web,Monitoring,10.32
2025-10-03,sub-dev,rg-data,Compute,94.24
2025-10-03,sub-dev,rg-data,Storage,39.96
2025-10-03,sub-dev,rg-data,SQL,64.58
2025-10-03,sub-dev,rg-data,Networking,18.0
2025-10-03,sub-dev,rg-data,AI,23.71
2025-10-03,sub-dev,rg-data,Monitoring,12.18
2025-10-04,sub-prod,rg-core,Compute,118.2
2025-10-04,sub-prod,rg-core,Storage,70.34
2025-10-04,sub-prod,rg-core,SQL,96.15
2025-10-04,sub-prod,rg-core,Networking,29.82
2025-10-04,sub-prod,rg-core,AI,50.65
2025-10-04,sub-prod,rg-core,Monitoring,21.14
2025-10-04,sub-prod,rg-analytics,Compute,114.82
2025-10-04,sub-prod,rg-analytics,Storage,54.48
2025-10-04,sub-prod,rg-analytics,SQL,74.76
2025-10-04,sub-prod,rg-analytics,Networking,21.46
2025-10-04,sub-prod,rg-analytics,AI,28.91
2025-10-04,sub-prod,rg-analytics,Monitoring,18.54
2025-10-04,sub-prod,rg-ml,Compute,118.56
2025-10-04,sub-prod,rg-ml,Storage,51.14
2025-10-04,sub-prod,rg-ml,SQL,71.21
2025-10-04,sub-prod,rg-ml,Networking,25.68
2025-10-04,sub-prod,rg-ml,AI,31.31
2025-10-04,sub-prod,rg-ml,Monitoring,16.2
2025-10-04,sub-prod,rg-web,Compute,95.69
2025-10-04,sub-prod,rg-web,Storage,46.19
2025-10-04,sub-prod,rg-web,SQL,69.64
2025-10-04,sub-prod,rg-web,Networking,21.36
2025-10-04,sub-prod,rg-web,AI,31.0
2025-10-04,sub-prod,rg-web,Monitoring,17.64
2025-10-04,sub-prod,rg-data,Compute,97.5
2025-10-04,sub-prod,rg-data,Storage,58.67
2025-10-04,sub-prod,rg-data,SQL,84.27
2025-10-04,sub-prod,rg-data,Networking,25.87
2025-10-04,sub-prod,rg-data,AI,37.11
2025-10-04,sub-prod,rg-data,Monitoring,18.55
2025-10-04,sub-dev,rg-core,Compute,79.75
2025-10-04,sub-dev,rg-core,Storage,31.69
2025-10-04,sub-dev,rg-core,SQL,42.2
2025-10-04,sub-dev,rg-core,Networking,19.35
2025-10-04,sub-dev,rg-core,AI,17.12
2025-10-04,sub-dev,rg-core,Monitoring,10.78
2025-10-04,sub-dev,rg-analytics,Compute,59.08
2025-10-04,sub-dev,rg-analytics,Storage,23.87
2025-10-04,sub-dev,rg-analytics,SQL,35.63
2025-10-04,sub-dev,rg-analytics,Networking,13.38
2025-10-04,sub-dev,rg-analytics,AI,18.75
2025-10-04,sub-dev,rg-analytics,Monitoring,9.12
2025-10-04,sub-dev,rg-ml,Compute,76.37
2025-10-04,sub-dev,rg-ml,Storage,21.62
2025-10-04,sub-dev,rg-ml,SQL,46.0
2025-10-04,sub-dev,rg-ml,Networking,12.65
2025-10-04,sub-dev,rg-ml,AI,18.3
2025-10-04,sub-dev,rg-ml,Monitoring,7.08
2025-10-04,sub-dev,rg-web,Compute,45.94
2025-10-04,sub-dev,rg-web,Storage,23.73
2025-10-04,sub-dev,rg-web,SQL,32.8
2025-10-04,sub-dev,rg-web,Networking,7.5
2025-10-04,sub-dev,rg-web,AI,20.2
2025-10-04,sub-dev,rg-web,Monitoring,7.52
2025-10-04,sub-dev,rg-data,Compute,55.79
2025-10-04,sub-dev,rg-data,Storage,29.64
2025-10-04,sub-dev,rg-data,SQL,35.95
2025-10-04,sub-dev,rg-data,Networking,9.41
2025-10-04,sub-dev,rg-data,AI,19.8
2025-10-04,sub-dev,rg-data,Monitoring,9.77
2025-10-05,sub-prod,rg-core,Compute,139.02
2025-10-05,sub-prod,rg-core,Storage,70.28
2025-10-05,sub-prod,rg-core,SQL,92.49
2025-10-05,sub-prod,rg-core,Networking,30.53
2025-10-05,sub-prod,rg-core,AI,41.34
2025-10-05,sub-prod,rg-core,Monitoring,24.01
2025-10-05,sub-prod,rg-analytics,Compute,121.33
2025-10-05,sub-prod,rg-analytics,Storage,63.45
2025-10-05,sub-prod,rg-analytics,SQL,86.73
2025-10-05,sub-prod,rg-analytics,Networking,27.11
2025-10-05,sub-prod,rg-analytics,AI,35.52
2025-10-05,sub-prod,rg-analytics,Monitoring,18.51
2025-10-05,sub-prod,rg-ml,Compute,125.36
2025-10-05,sub-prod,rg-ml,Storage,53.36
2025-10-05,sub-prod,rg-ml,SQL,74.68
2025-10-05,sub-prod,rg-ml,Networking,23.67
2025-10-05,sub-prod,rg-ml,AI,37.12
2025-10-05,sub-prod,rg-ml,Monitoring,15.51
2025-10-05,sub-prod,rg-web,Compute,93.33
2025-10-05,sub-prod,rg-web,Storage,53.9
2025-10-05,sub-prod,rg-web,SQL,76.91
2025-10-05,sub-prod,rg-web,Networking,19.15
2025-10-05,sub-prod,rg-web,AI,24.1
2025-10-05,sub-prod,rg-web,Monitoring,16.02
2025-10-05,sub-prod,rg-data,Compute,116.71
2025-10-05,sub-prod,rg-data,Storage,66.12
2025-10-05,sub-prod,rg-data,SQL,90.4
2025-10-05,sub-prod,rg-data,Networking,28.55
2025-10-05,sub-prod,rg-data,AI,35.68
2025-10-05,sub-prod,rg-data,Monitoring,20.82
2025-10-05,sub-dev,rg-core,Compute,73.87
2025-10-05,sub-dev,rg-core,Storage,37.1
2025-10-05,sub-dev,rg-core,SQL,41.09
2025-10-05,sub-dev,rg-core,Networking,18.62
2025-10-05,sub-dev,rg-core,AI,23.66
2025-10-05,sub-dev,rg-core,Monitoring,13.06
2025-10-05,sub-dev,rg-analytics,Compute,51.96
2025-10-05,sub-dev,rg-analytics,Storage,25.7
2025-10-05,sub-dev,rg-analytics,SQL,43.63
2025-10-05,sub-dev,rg-analytics,Networking,13.33
2025-10-05,sub-dev,rg-analytics,AI,16.3
2025-10-05,sub-dev,rg-analytics,Monitoring,8.43
2025-10-05,sub-dev,rg-ml,Compute,58.95
2025-10-05,sub-dev,rg-ml,Storage,26.01
2025-10-05,sub-dev,rg-ml,SQL,35.3
2025-10-05,sub-dev,rg-ml,Networking,14.82
2025-10-05,sub-dev,rg-ml,AI,17.14
2025-10-05,sub-dev,rg-ml,Monitoring,10.37
2025-10-05,sub-dev,rg-web,Compute,57.42
2025-10-05,sub-dev,rg-web,Storage,24.82
2025-10-05,sub-dev,rg-web,SQL,25.46
2025-10-05,sub-dev,rg-web,Networking,13.58
2025-10-05,sub-dev,rg-web,AI,15.39
2025-10-05,sub-dev,rg-web,Monitoring,9.04
2025-10-05,sub-dev,rg-data,Compute,64.87
2025-10-05,sub-dev,rg-data,Storage,28.26
2025-10-05,sub-dev,rg-data,SQL,52.48
2025-10-05,sub-dev,rg-data,Networking,14.5
2025-10-05,sub-dev,rg-data,AI,21.49
2025-10-05,sub-dev,rg-data,Monitoring,11.57
2025-10-06,sub-prod,rg-core,Compute,207.73
2025-10-06,sub-prod,rg-core,Storage,87.09
2025-10-06,sub-prod,rg-core,SQL,127.91
2025-10-06,sub-prod,rg-core,Networking,39.59
2025-10-06,sub-prod,rg-core,AI,60.97
2025-10-06,sub-prod,rg-core,Monitoring,29.77
2025-10-06,sub-prod,rg-analytics,Compute,150.94
2025-10-06,sub-prod,rg-analytics,Storage,66.11
2025-10-06,sub-prod,rg-analytics,SQL,101.79
2025-10-06,sub-prod,rg-analytics,Networking,29.23
2025-10-06,sub-prod,rg-analytics,AI,46.89
2025-10-06,sub-prod,rg-analytics,Monitoring,23.24
2025-10-06,sub-prod,rg-ml,Compute,170.79
2025-10-06,sub-prod,rg-ml,Storage,72.45
2025-10-06,sub-prod,rg-ml,SQL,112.32
2025-10-06,sub-prod,rg-ml,Networking,31.15
2025-10-06,sub-prod,rg-ml,AI,41.72
2025-10-06,sub-prod,rg-ml,Monitoring,24.3
2025-10-06,sub-prod,rg-web,Compute,126.63
2025-10-06,sub-prod,rg-web,Storage,55.44
2025-10-06,sub-prod,rg-web,SQL,85.37
2025-10-06,sub-prod,rg-web,Networking,24.69
2025-10-06,sub-prod,rg-web,AI,38.82
2025-10-06,sub-prod,rg-web,Monitoring,18.96
2025-10-06,sub-prod,rg-data,Compute,175.04
2025-10-06,sub-prod,rg-data,Storage,78.08
2025-10-06,sub-prod,rg-data,SQL,115.06
2025-10-06,sub-prod,rg-data,Networking,34.2
2025-10-06,sub-prod,rg-data,AI,52.58
2025-10-06,sub-prod,rg-data,Monitoring,26.71
2025-10-06,sub-dev,rg-core,Compute,97.35
2025-10-06,sub-dev,rg-core,Storage,47.3
2025-10-06,sub-dev,rg-core,SQL,66.19
2025-10-06,sub-dev,rg-core,Networking,22.01
2025-10-06,sub-dev,rg-core,AI,32.17
2025-10-06,sub-dev,rg-core,Monitoring,15.56
2025-10-06,sub-dev,rg-analytics,Compute,76.56
2025-10-06,sub-dev,rg-analytics,Storage,41.19
2025-10-06,sub-dev,rg-analytics,SQL,59.42
2025-10-06,sub-dev,rg-analytics,Networking,17.36
2025-10-06,sub-dev,rg-analytics,AI,22.73
2025-10-06,sub-dev,rg-analytics,Monitoring,15.13
2025-10-06,sub-dev,rg-ml,Compute,78.91
2025-10-06,sub-dev,rg-ml,Storage,32.47
2025-10-06,sub-dev,rg-ml,SQL,61.65
2025-10-06,sub-dev,rg-ml,Networking,16.92
2025-10-06,sub-dev,rg-ml,AI,18.46
2025-10-06,sub-dev,rg-ml,Monitoring,11.78
2025-10-06,sub-dev,rg-web,Compute,63.44
2025-10-06,sub-dev,rg-web,Storage,34.0
2025-10-06,sub-dev,rg-web,SQL,48.92
2025-10-06,sub-dev,rg-web,Networking,14.74
2025-10-06,sub-dev,rg-web,AI,19.93
2025-10-06,sub-dev,rg-web,Monitoring,10.84
2025-10-06,sub-dev,rg-data,Compute,86.66
2025-10-06,sub-dev,rg-data,Storage,37.63
2025-10-06,sub-dev,rg-data,SQL,68.14
2025-10-06,sub-dev,rg-data,Networking,16.21
2025-10-06,sub-dev,rg-data,AI,26.95
2025-10-06,sub-dev,rg-data,Monitoring,12.46
2025-10-07,sub-prod,rg-core,Compute,197.77
2025-10-07,sub-prod,rg-core,Storage,93.59
2025-10-07,sub-prod,rg-core,SQL,132.87
2025-10-07,sub-prod,rg-core,Networking,44.34
2025-10-07,sub-prod,rg-core,AI,54.84
2025-10-07,sub-prod,rg-core,Monitoring,31.06
2025-10-07,sub-prod,rg-analytics,Compute,157.43
2025-10-07,sub-prod,rg-analytics,Storage,69.46
2025-10-07,sub-prod,rg-analytics,SQL,93.51
2025-10-07,sub-prod,rg-analytics,Networking,34.11
2025-10-07,sub-prod,rg-analytics,AI,39.21
2025-10-07,sub-prod,rg-analytics,Monitoring,24.25
2025-10-07,sub-prod,rg-ml,Compute,172.84
2025-10-07,sub-prod,rg-ml,Storage,72.47
2025-10-07,sub-prod,rg-ml,SQL,95.96
2025-10-07,sub-prod,rg-ml,Networking,30.92
2025-10-07,sub-prod,rg-ml,AI,48.31
2025-10-07,sub-prod,rg-ml,Monitoring,22.97
2025-10-07,sub-prod,rg-web,Compute,154.94
2025-10-07,sub-prod,rg-web,Storage,61.96
2025-10-07,sub-prod,rg-web,SQL,93.7
2025-10-07,sub-prod,rg-web,Networking,30.79
2025-10-07,sub-prod,rg-web,AI,45.19
2025-10-07,sub-prod,rg-web,Monitoring,20.97
2025-10-07,sub-prod,rg-data,Compute,151.06
2025-10-07,sub-prod,rg-data,Storage,75.89
2025-10-07,sub-prod,rg-data,SQL,116.65
2025-10-07,sub-prod,rg-data,Networking,35.93
2025-10-07,sub-prod,rg-data,AI,51.11
2025-10-07,sub-prod,rg-data,Monitoring,27.14
2025-10-07,sub-dev,rg-core,Compute,94.37
2025-10-07,sub-dev,rg-core,Storage,45.07
2025-10-07,sub-dev,rg-core,SQL,60.3
2025-10-07,sub-dev,rg-core,Networking,22.58
2025-10-07,sub-dev,rg-core,AI,33.14
2025-10-07,sub-dev,rg-core,Monitoring,15.02
2025-10-07,sub-dev,rg-analytics,Compute,70.49
2025-10-07,sub-dev,rg-analytics,Storage,40.53
2025-10-07,sub-dev,rg-analytics,SQL,61.33
2025-10-07,sub-dev,rg-analytics,Networking,17.23
2025-10-07,sub-dev,rg-analytics,AI,27.59
2025-10-07,sub-dev,rg-analytics,Monitoring,12.2
2025-10-07,sub-dev,rg-ml,Compute,94.12
2025-10-07,sub-dev,rg-ml,Storage,38.07
2025-10-07,sub-dev,rg-ml,SQL,42.43
2025-10-07,sub-dev,rg-ml,Networking,15.67
2025-10-07,sub-dev,rg-ml,AI,26.8
2025-10-07,sub-dev,rg-ml,Monitoring,12.35
2025-10-07,sub-dev,rg-web,Compute,80.55
2025-10-07,sub-dev,rg-web,Storage,30.46
2025-10-07,sub-dev,rg-web,SQL,38.52
2025-10-07,sub-dev,rg-web,Networking,15.29
2025-10-07,sub-dev,rg-web,AI,16.05
2025-10-07,sub-dev,rg-web,Monitoring,9.19
2025-10-07,sub-dev,rg-data,Compute,110.5
