date,service,cost
2026-01-04,Monitoring,159.32
2026-01-04,Networking,206.13
2026-01-04,SQL,659.28
2026-01-04,Storage,468.97
2026-01-05,AI,386.04
2026-01-05,Compute,1324.25
2026-01-05,Monitoring,197.97
2026-01-05,Networking,277.97
2026-01-05,SQL,976.06
2026-01-05,Storage,616.0
2026-01-06,AI,401.59999999999997
2026-01-06,Compute,1477.46
2026-01-06,Monitoring,204.12
2026-01-06,Networking,288.8
2026-01-06,SQL,974.71
2026-01-06,Storage,618.9399999999999
2026-01-07,AI,384.03
2026-01-07,Compute,1473.22
2026-01-07,Monitoring,198.55
2026-01-07,Networking,285.46
2026-01-07,SQL,913.0699999999999
2026-01-07,Storage,623.67
2026-01-08,AI,387.86
2026-01-08,Compute,1317.78
2026-01-08,Monitoring,193.61
2026-01-08,Networking,262.37
2026-01-08,SQL,910.61
2026-01-08,Storage,590.46
2026-01-09,AI,333.84
2026-01-09,Compute,1335.2
2026-01-09,Monitoring,185.99
2026-01-09,Networking,256.26
2026-01-09,SQL,876.07
2026-01-09,Storage,588.03
2026-01-10,AI,271.23
2026-01-10,Compute,967.4300000000001
2026-01-10,Monitoring,141.01
2026-01-10,Networking,209.8
2026-01-10,SQL,678.11
2026-01-10,Storage,464.48
2026-01-11,AI,275.65999999999997
2026-01-11,Compute,1036.51
2026-01-11,Monitoring,153.95
2026-01-11,Networking,214.61
2026-01-11,SQL,715.05
2026-01-11,Storage,472.16
2026-01-12,AI,377.77
2026-01-12,Compute,1451.56
2026-01-12,Monitoring,197.45
2026-01-12,Networking,278.19
2026-01-12,SQL,934.74
2026-01-12,Storage,601.62
2026-01-13,AI,402.15000000000003
2026-01-13,Compute,1395.69
2026-01-13,Monitoring,207.11
2026-01-13,Networking,282.49
2026-01-13,SQL,946.36
2026-01-13,Storage,626.33
2026-01-14,AI,397.47
2026-01-14,Compute,1399.72
2026-01-14,Monitoring,211.93
2026-01-14,Networking,292.07
2026-01-14,SQL,932.39
2026-01-14,Storage,655.91
2026-01-15,AI,397.09000000000003
2026-01-15,Compute,1520.97
2026-01-15,Monitoring,205.18
2026-01-15,Networking,292.28000000000003
2026-01-15,SQL,990.95
2026-01-15,Storage,640.78
2026-01-16,AI,337.65
2026-01-16,Compute,1354.4
2026-01-16,Monitoring,186.97
2026-01-16,Networking,259.77
2026-01-16,SQL,896.15
2026-01-16,Storage,589.6
2026-01-17,AI,287.06
2026-01-17,Compute,1074.3400000000001
2026-01-17,Monitoring,142.16
2026-01-17,Networking,209.3
2026-01-17,SQL,696.08
2026-01-17,Storage,460.55
2026-01-18,AI,311.04
2026-01-18,Compute,1121.43
2026-01-18,Monitoring,159.51
2026-01-18,Networking,212.39000000000001
2026-01-18,SQL,768.53
2026-01-18,Storage,471.26
2026-01-19,AI,392.29
2026-01-19,Compute,1452.23
2026-01-19,Monitoring,200.60999999999999
2026-01-19,Networking,280.33
2026-01-19,SQL,930.4
2026-01-19,Storage,617.5
2026-01-20,AI,422.36
2026-01-20,Compute,1509.51
2026-01-20,Monitoring,215.26
2026-01-20,Networking,305.47
2026-01-20,SQL,1018.6800000000001
2026-01-20,Storage,665.65
2026-01-21,AI,351.63
2026-01-21,Compute,1394.42
2026-01-21,Monitoring,197.42000000000002
2026-01-21,Networking,269.09000000000003
2026-01-21,SQL,885.76
2026-01-21,Storage,586.4300000000001
2026-01-22,AI,391.26
2026-01-22,Compute,1458.59
2026-01-22,Monitoring,207.22
2026-01-22,Networking,281.03
2026-01-22,SQL,964.27
2026-01-22,Storage,613.09
2026-01-23,AI,425.72
2026-01-23,Compute,1459.4
2026-01-23,Monitoring,211.99
2026-01-23,Networking,284.89
2026-01-23,SQL,960.13
2026-01-23,Storage,637.61
2026-01-24,AI,282.64
2026-01-24,Compute,1068.8
2026-01-24,Monitoring,154.86
2026-01-24,Networking,215.47
2026-01-24,SQL,713.39
2026-01-24,Storage,479.13
2026-01-25,AI,363.83
2026-01-25,Compute,1259.71
2026-01-25,Monitoring,186.01
2026-01-25,Networking,261.05
2026-01-25,SQL,842.85
2026-01-25,Storage,559.86
2026-01-26,AI,450.02
2026-01-26,Compute,1663.89
2026-01-26,Monitoring,231.23
2026-01-26,Networking,324.39
2026-01-26,SQL,1076.32
2026-01-26,Storage,706.95
2026-01-27,AI,453.72
2026-01-27,Compute,1589.58
2026-01-27,Monitoring,235.92000000000002
2026-01-27,Networking,323.99
2026-01-27,SQL,1080.16
2026-01-27,Storage,729.04
2026-01-28,AI,422.05
2026-01-28,Compute,1598.24
2026-01-28,Monitoring,230.59
2026-01-28,Networking,323.33
2026-01-28,SQL,1068.32
2026-01-28,Storage,692.28
2026-01-29,AI,442.81
2026-01-29,Compute,1559.28
2026-01-29,Monitoring,223.88
2026-01-29,Networking,309.01
2026-01-29,SQL,1034.54
2026-01-29,Storage,696.54
2026-01-30,AI,404.17
2026-01-30,Compute,1629.05
2026-01-30,Monitoring,221.53
2026-01-30,Networking,307.39
2026-01-30,SQL,1074.76
2026-01-30,Storage,701.05
2026-01-31,AI,326.63
2026-01-31,Compute,1195.03
2026-01-31,Monitoring,169.23
2026-01-31,Networking,236.91
2026-01-31,SQL,807.4
2026-01-31,Storage,537.18
2026-02-01,AI,327.56
2026-02-01,Compute,1121.0
2026-02-01,Monitoring,161.73
2026-02-01,Networking,227.26
2026-02-01,SQL,754.5600000000001
2026-02-01,Storage,499.81
2026-02-02,AI,377.32
2026-02-02,Compute,2321.1604651214966
2026-02-02,Monitoring,205.28
2026-02-02,Networking,430.07975299749626
2026-02-02,SQL,1451.5047651235973
2026-02-02,Storage,656.63
2026-02-03,AI,403.56
2026-02-03,Compute,1562.468643845988
2026-02-03,Monitoring,200.26
2026-02-03,Networking,304.96811427092905
2026-02-03,SQL,1000.0775568964798
2026-02-03,Storage,628.72
2026-02-04,AI,403.97
2026-02-04,Compute,1401.1200000000001
2026-02-04,Monitoring,206.3
2026-02-04,Networking,286.42
2026-02-04,SQL,972.6600000000001
2026-02-04,Storage,621.86
